MoYear  Carsales
199712	3702778
199801	3699862
199802	3703066
199803	3716385
199804	3744926
199805	3772190
199806	3789823
199807	3801023
199808	3808038
199809	3809489
199810	3809221
199811	3796459
199812	3792056
199901	3790848
199902	3794653
199903	3813753
199904	3836243
199905	3865435
199906	3889018
199907	3903164
199908	3907530
199909	3909142
199910	3909797
199911	3894038
199912	3889902
200001	3881898
200002	3886418
200003	3905678
200004	3940755
200005	3974817
200006	3996554
200007	4008140
200008	4017545
200009	4023148
200010	4014768
200011	4003381
200012	3999268
200101	3979451
200102	3977861
200103	3989409
200104	4015710
200105	4043195
200106	4064432
200107	4066416
200108	4069940
200109	4066816
200110	4045363
200111	4025611
200112	4018533
200201	4001285
200202	4002100
200203	4018988
200204	4044292
200205	4070752
200206	4088378
200207	4094079
200208	4102463
200209	4099683
200210	4076479
200211	4057343
200212	4044928
200301	4032363
200302	4031323
200303	4046717
200304	4074418
200305	4103131
200306	4119404
200307	4128159
200308	4136684
200309	4131880
200310	4110580
200311	4093856
200312	4077973
200401	4065919
200402	4065292
200403	4078304
200404	4114364
200405	4144593
200406	4161752
200407	4172697
200408	4177187
200409	4174889
200410	4159816
200411	4128313
200412	4116308
200501	4103138
200502	4103366
200503	4117119
200504	4156578
200505	4184958
200506	4207174
200507	4220528
200508	4223855
200509	4220730
200510	4194680
200511	4169233
200512	4156674
200601	4141488
200602	4141616
200603	4153865
200604	4197629
200605	4234474
200606	4259036
200607	4271450
200608	4276966
200609	4278785
200610	4245174
200611	4216927
200612	4207461
200701	4194750
200702	4195811
200703	4220723
200704	4261395
200705	4293023
200706	4312472
200707	4323169
200708	4328036
200709	4328136
200710	4292577
200711	4265343
200712	4263530
200801	4246211
200802	4251785
200803	4268648
200804	4310040
200805	4349223
200806	4366523
200807	4377773
200808	4383564
200809	4368242
200810	4333014
200811	4305523
200812	4284803
200901	4270031
200902	4268014
200903	4275796
200904	4396213
200905	4360501
200906	4382386
200907	4396728
200908	4397435
200909	4384631
200910	4354202
200911	4322332
200912	4308269
201001	4291161
201002	4285643
201003	4298212
201004	4347560
201005	4388563
201006	4417452
201007	4434355
201008	4437588
201009	4427032
201010	4398600
201011	4356652
201012	4342782
201101	4330356
201102	4332638
201103	4353620
201104	4420334
201105	4462012
201106	4489615
201107	4507617
201108	4511271
201109	4501114
201110	4454822
201111	4424576
201112	4408749
201201	4395678
201202	4395254
201203	4431990
201204	4480215
201205	4522510
201206	4552498
201207	4566291
201208	4571251
201209	4561157
201210	4499270
201211	4469165
201212	4457145
201301	4435778
201302	4435948
201303	4456787
201304	4512950
201305	4568958
201306	4600617
201307	4614347
201308	4622422
201309	4596875
201310	4544742
201311	4518106
201312	4502320
201401	4487658
201402	4492604
201403	4527600
201404	4593244
201405	4643074
201406	4671618
201407	4690525
201408	4700421
201409	4674708
201410	4626175
201411	4602285
201412	4582559
201501	4569075
201502	4573825
201503	4608734
201504	4675537
201505	4726773
201506	4760071
201507	4782709
201508	4788879
201509	4769497
201510	4727288
201511	4686286
201512	4678271
201601	4666338
201602	4669843
201603	4708716
201604	4773850
201605	4833620
201606	4869877
201607	4893246
201608	4894993
201609	4880156
201610	4820046
201611	4780262
201612	4776744
201701	4765285
201702	4770808
201703	4807332
201704	4871446
201705	4931180
201706	4967579
201707	4987602
201708	4990454
201709	4974143
201710	4903167
201711	4864359
201712	4855007
201801	4836786
201802	4838407
201803	4861025
201804	4933686
201805	4998653
201806	5048957
201807	5051966
201808	5045758
201809	5020230
201810	4936148
201811	4896212
201812	4880568
201901	4859202
201902	4859485
201903	4887024
201904	4963698
201905	5012139
201906	5045794
201907	5057654
201908	5057907
201909	5010246
201910	4941058
201911	4907783
201912	4901240
202001	4882544
202002	4886778
202003	4904526
202004	4959319
202005	5006958
202006	5053994
202007	5085002
202008	5084820
202009	5056877
202010	5004375
202011	4957223
202012	4951235
202101	4936954
202102	4936149
202103	4983662
202104	5039080
202105	5092806
202106	5142452
202107	5160879
202108	5148675
202109	5112722
202110	5060218
202111	5006910
202112	4993688
202201	4977248
202202	4979236
202203	5004644
202204	5067324
202205	5121452
202206	5154289
202207	5171369
202208	5152346
202209	5105608
202210	5036824
202211	4997467
202212	4989250
202301	4967697
202302	4967500
202303	4988607
202304	5057810
202305	5121580
202306	5159872
202307	5168248
202308	5150295
202309	5122994
202310	5035734
202311	4993173
202312	4984088
202401	4963333
202402	4963258
